Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|16/01/2025|Vente|143000,00|820||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AE|42||14||53|42,93|||||||2|2|Appartement||43|2|||
|||||||000001|24/01/2025|Vente|67900,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||84||||||||||1|3|Dépendance||0|0|||
|||||||000001|24/01/2025|Vente|67900,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||155|20,55|||||||||1|2|Appartement||21|2|||
|||||||000001|21/01/2025|Vente|335000,00|4||RUE|0222|EUGENE BELGRAND|34790|GRABELS|34|116||AE|91||||||||||||0|1|Maison||89|4|S||325
|||||||000001|28/01/2025|Vente|152000,00|828||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AE|207||180||73|44,95|||||||2|3|Dépendance||0|0|||
|||||||000001|28/01/2025|Vente|152000,00|828||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AE|207||180||73|44,95|||||||2|2|Appartement||44|2|||
|||||||000001|07/01/2025|Vente|70850,00|934||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AC|4||52||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|70850,00|934||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AC|4||2088||||||||||1|2|Appartement||22|1|||
|||||||000001|07/02/2025|Vente|14000,00|1000||RUE|0260|FRANCOIS RANCHIN|34790|GRABELS|34|116||AC|96||151||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/02/2025|Vente|57000,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||130||||||||||1|2|Appartement||21|2|||
|||||||000001|08/02/2025|Vente|57000,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||25||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/02/2025|Vente|1000,00|40||IMP|0261|ANTOINE SAPORTA|34790|GRABELS|34|116||AC|116||35||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/02/2025|Vente|255000,00|435||RUE|0014|DU CHATEAU|34790|GRABELS|34|116||BE|198||122||31||||||||2|2|Appartement||69|3|||
|||||||000001|04/02/2025|Vente|255000,00|435||RUE|0014|DU CHATEAU|34790|GRABELS|34|116||BE|198||122||31||||||||2|3|Dépendance||0|0|||
|||||||000001|27/02/2025|Vente|63000,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||123|21,06|||||||||1|2|Appartement||21|2|||
|||||||000001|27/02/2025|Vente|63000,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||18||||||||||1|3|Dépendance||0|0|||
|||||||000001|21/02/2025|Vente|52000,00|6||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|13||110|20,30|||||||||1|2|Appartement||20|1|||
|||||||000001|21/02/2025|Vente|52000,00|6||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|13||110|20,30|||||||||1|3|Dépendance||0|0|||
|||||||000001|24/02/2025|Vente|445500,00|64||RUE|0148|DES CINSAULTS|34790|GRABELS|34|116||AW|272||||||||||||0|1|Maison||160|5|S||275
|||||||000001|24/02/2025|Vente|252730,00|5||PLAN|0029|DU FAUBOURG|34790|GRABELS|34|116||AZ|114||||||||||||0|1|Maison||110|4|S||63
|||||||000001|25/02/2025|Vente|58725,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||172||||||||||1|2|Appartement||21|2|||
|||||||000001|25/02/2025|Vente|58725,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||6||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/02/2025|Vente en l'état futur d'achèvement|260000,00|114||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||212||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/02/2025|Vente en l'état futur d'achèvement|260000,00|114||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||80||||||||||1|2|Appartement||60|3|||
|||||||000001|27/02/2025|Vente|300000,00|2||PLAN|0029|DU FAUBOURG|34790|GRABELS|34|116||AZ|134||2|100,88|3|27,34|4||5||||4|3|Dépendance||0|0|||
|||||||000001|27/02/2025|Vente|300000,00|2||PLAN|0029|DU FAUBOURG|34790|GRABELS|34|116||AZ|134||2|100,88|3|27,34|4||5||||4|3|Dépendance||0|0|||
|||||||000001|27/02/2025|Vente|300000,00|2||PLAN|0029|DU FAUBOURG|34790|GRABELS|34|116||AZ|134||2|100,88|3|27,34|4||5||||4|2|Appartement||101|4|||
|||||||000001|19/03/2025|Vente|120000,00|2||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|4||224||||||||||1|3|Dépendance||0|0|||
|||||||000001|19/03/2025|Vente|120000,00|2||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|4||95||||||||||1|2|Appartement||45|2|||
|||||||000001|10/03/2025|Vente|125000,00|10||RUE|0047|DE L HORLOGE|34790|GRABELS|34|116||AZ|64||||||||||||0|1|Maison||80|3|S||41
|||||||000001|07/03/2025|Vente|53200,00|674||RTE|0056|DE MONTPELLIER|34790|GRABELS|34|116||BA|315||||||||||||0||||||S||665
|||||||000001|28/02/2025|Vente|137000,00|828||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AE|207||177||76|44,15|||||||2|2|Appartement||44|2|||
|||||||000001|28/02/2025|Vente|137000,00|828||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AE|207||177||76|44,15|||||||2|3|Dépendance||0|0|||
|||||||000001|11/03/2025|Vente|920000,00|460||RUE|0139|LOUIS PASTEUR|34790|GRABELS|34|116||AC|93||1||10||11||12||13||27|4|Local industriel. commercial ou assimilé||460|0|||
|||||||000001|24/03/2025|Vente|292400,00|30||RTE|0055|DE MONTFERRIER|34790|GRABELS|34|116||AX|137||||||||||||0|3|Dépendance||0|0|S||890
|||||||000001|24/03/2025|Vente|292400,00|30||RTE|0055|DE MONTFERRIER|34790|GRABELS|34|116||AX|137||||||||||||0|1|Maison||100|3|S||890
|||||||000001|26/03/2025|Vente|175000,00|6||RUE|0019|DROITE|34790|GRABELS|34|116||AZ|50||||||||||||0|1|Maison||80|3|S||47
|||||||000001|17/03/2025|Vente|295000,00|13||RUE|0077|DES PERDREAUX|34790|GRABELS|34|116||BD|97||||||||||||0|1|Maison||144|4|S||765
|||||||000001|26/03/2025|Vente|147000,00|||RUE|0078|DE LA PROCESSION|34790|GRABELS|34|116||BD|46||||||||||||0||||||AB|RUE|265
|||||||000001|01/04/2025|Vente|176000,00|934||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AC|4||1016|62,33|||||||||1|2|Appartement||62|3|||
|||||||000001|01/04/2025|Vente|176000,00|934||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AC|4||269||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/03/2025|Vente|64000,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||228||||||||||1|2|Appartement||21|2|||
|||||||000001|26/03/2025|Vente|64000,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||102||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/03/2025|Vente|233200,00|1000||RUE|0260|FRANCOIS RANCHIN|34790|GRABELS|34|116||AC|96||236||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/03/2025|Vente|233200,00|1030||RUE|0260|FRANCOIS RANCHIN|34790|GRABELS|34|116||AC|96||222||||||||||1|2|Appartement||82|4|||
|||||||000001|27/03/2025|Vente|100990,00|934||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AC|4||1003|36,77|||||||||1|2|Appartement||37|2|||
|||||||000001|27/03/2025|Vente|100990,00|934||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AC|4||224||||||||||1|3|Dépendance||0|0|||
|||||||000001|27/03/2025|Vente|393000,00|247||CHE|0063|DU PERDIGAL|34790|GRABELS|34|116||BB|245||||||||||||0||||||S||224
|||||||000001|27/03/2025|Vente|393000,00|247||CHE|0063|DU PERDIGAL|34790|GRABELS|34|116||BB|274||||||||||||0||||||S||717
|||||||000001|31/03/2025|Vente|65000,00|2||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|4||159||||||||||1|3|Dépendance||0|0|||
|||||||000001|31/03/2025|Vente|65000,00|2||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|4||237||||||||||1|2|Appartement||20|1|||
|||||||000001|31/03/2025|Vente|65000,00|2||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|4||239||||||||||1|3|Dépendance||0|0|||
|||||||000001|14/04/2025|Vente|85710,00|9||RUE|0047|DE L HORLOGE|34790|GRABELS|34|116||AZ|12||6|17,93|||||||||1|2|Appartement||15|2|||
|||||||000001|31/03/2025|Vente|397000,00|261||RUE|0015|DE LA CROIX DE GUILLERY|34790|GRABELS|34|116||BA|163||||||||||||0|1|Maison||126|4|S||600
|||||||000001|31/03/2025|Vente|397000,00|261||RUE|0015|DE LA CROIX DE GUILLERY|34790|GRABELS|34|116||BA|163||||||||||||0|1|Maison||126|4|AG||712
|||||||000001|18/04/2025|Vente|26000,00||||B040|RICHAUDA|34790|GRABELS|34|116||BL|42||||||||||||0||||||T||2568
|||||||000001|23/04/2025|Vente|267000,00|114||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||81|67,40|||||||||1|2|Appartement||67|3|||
|||||||000001|23/04/2025|Vente|267000,00|114||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||170|13,25|||||||||1|3|Dépendance||0|0|||
|||||||000001|25/04/2025|Vente|1,00|1||RUE|0011|DES CARIGNANS|34790|GRABELS|34|116||AW|559||4||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/04/2025|Vente|1,00|1||RUE|0011|DES CARIGNANS|34790|GRABELS|34|116||AW|559||3||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/04/2025|Vente|1,00|1||RUE|0011|DES CARIGNANS|34790|GRABELS|34|116||AW|559||||||||||||0||||||S||216
|||||||000001|25/04/2025|Vente|1,00|1||RUE|0011|DES CARIGNANS|34790|GRABELS|34|116||AW|562||||||||||||0||||||S||17
|||||||000001|25/04/2025|Vente|1,00|1||RUE|0011|DES CARIGNANS|34790|GRABELS|34|116||AW|557||||||||||||0||||||S||7
|||||||000001|25/04/2025|Vente|1,00|1||RUE|0011|DES CARIGNANS|34790|GRABELS|34|116||AW|558||||||||||||0||||||S||25
|||||||000001|24/04/2025|Vente|133000,00|914||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AC|9||121||||||||||1|3|Dépendance||0|0|||
|||||||000001|24/04/2025|Vente|133000,00|914||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AC|9||27||||||||||1|2|Appartement||43|2|||
|||||||000001|12/05/2025|Vente|384650,00|34||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AI|235||||||||||||0|3|Dépendance||0|0|S||250
|||||||000001|12/05/2025|Vente|384650,00|34||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AI|235||||||||||||0|1|Maison||90|3|S||250
|||||||000001|06/05/2025|Vente|286000,00|116||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||175||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/05/2025|Vente|286000,00|116||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||110||||||||||1|2|Appartement||66|3|||
|||||||000001|06/05/2025|Vente|40000,00|8||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|14||212||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/05/2025|Vente|40000,00|8||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|14||75|21,86|||||||||1|2|Appartement||22|1|||
|||||||000001|19/05/2025|Vente|390000,00|84||RUE|0264|UMBERTO ECO|34790|GRABELS|34|116||AH|239||||||||||||0|1|Maison||78|4|S||300
|||||||000001|20/05/2025|Vente|180000,00|810||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AE|215||23||74||||||||2|3|Dépendance||0|0|||
|||||||000001|20/05/2025|Vente|180000,00|810||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AE|215||23||74||||||||2|2|Appartement||52|3|||
|||||||000001|06/05/2025|Vente|20000,00||||B045|ROQUE BLANQUE|34790|GRABELS|34|116||AS|36||||||||||||0||||||T||1546
|||||||000001|28/05/2025|Vente|60000,00|8||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|14||37||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/05/2025|Vente|60000,00|8||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|14||136|21,47|||||||||1|2|Appartement||22|1|||
|||||||000001|26/05/2025|Vente|71550,00|||RUE|0010|DU CALVAIRE|34790|GRABELS|34|116||AZ|178||||||||||||0||||||L||996
|||||||000001|04/06/2025|Vente|145400,00|914||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AC|9||258||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/06/2025|Vente|145400,00|914||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AC|9||6|43,37|||||||||1|2|Appartement||43|2|||
|||||||000001|10/06/2025|Vente|4500,00|40||IMP|0261|ANTOINE SAPORTA|34790|GRABELS|34|116||AC|116||35||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/06/2025|Vente|233000,00|223||RUE|0042|DU GRAND CHAMP|34790|GRABELS|34|116||AX|378||11|65,28|||||||||1|2|Appartement||66|3|||
|||||||000001|26/06/2025|Vente|233000,00|223||RUE|0042|DU GRAND CHAMP|34790|GRABELS|34|116||AX|378||24||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/06/2025|Vente terrain à bâtir|200000,00||||B053|VALSIERE|34790|GRABELS|34|116||AI|250||||||||||||0||||||AB||503
