Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|02/12/2024|Vente en l'état futur d'achèvement|260000,00|118||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||60||||||||||1|2|Appartement||59|3|||
|||||||000001|02/12/2024|Vente en l'état futur d'achèvement|260000,00|118||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||205||||||||||1|3|Dépendance||0|0|||
|||||||000001|21/11/2024|Vente|192000,00|435||RUE|0014|DU CHATEAU|34790|GRABELS|34|116||BE|198||130||20||||||||2|2|Appartement||51|2|||
|||||||000001|21/11/2024|Vente|192000,00|435||RUE|0014|DU CHATEAU|34790|GRABELS|34|116||BE|198||130||20||||||||2|3|Dépendance||0|0|||
|||||||000001|02/12/2024|Vente|145000,00|10||RUE|0038|DES GARRIGUETTES|34790|GRABELS|34|116||AW|240||76||||||||||1|2|Appartement||42|2|||
|||||||000001|02/12/2024|Vente|145000,00|10||RUE|0038|DES GARRIGUETTES|34790|GRABELS|34|116||AW|240||33||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/12/2024|Vente|145000,00|10||RUE|0038|DES GARRIGUETTES|34790|GRABELS|34|116||AW|240||47||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/12/2024|Vente|285000,00|114||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||75|63,10|||||||||1|2|Appartement||63|3|||
|||||||000001|11/12/2024|Vente|285000,00|114||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||210||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/12/2024|Vente|285000,00|114||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||211||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/11/2024|Vente|40000,00||||B074|LE CHATEAU|34790|GRABELS|34|116||BE|112||||||||||||0||||||T||2796
|||||||000001|25/11/2024|Vente|40000,00||||B074|LE CHATEAU|34790|GRABELS|34|116||BE|114||||||||||||0||||||T||2792
|||||||000001|27/11/2024|Vente|190000,00|22||RUE|0072|DU PORTAIL|34790|GRABELS|34|116||AY|41||||||||||||0|1|Maison||60|3|S||36
|||||||000001|17/12/2024|Vente|133100,00|404||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AI|199||14|26,48|16||||||||2|4|Local industriel. commercial ou assimilé||28|0|||
|||||||000001|13/12/2024|Vente|420300,00|||CHE|0054|DU MAS DE MA TOUR|34790|GRABELS|34|116||BP|13||||||||||||0||||||L||395
|||||||000001|13/12/2024|Vente|420300,00|361||CHE|0227|DU MAS DE MATOUR|34790|GRABELS|34|116||BP|187||||||||||||0|3|Dépendance||0|0|AG||1000
|||||||000001|13/12/2024|Vente|420300,00|361||CHE|0227|DU MAS DE MATOUR|34790|GRABELS|34|116||BP|187||||||||||||0|3|Dépendance||0|0|AG||1000
|||||||000001|13/12/2024|Vente|420300,00|361||CHE|0227|DU MAS DE MATOUR|34790|GRABELS|34|116||BP|187||||||||||||0|3|Dépendance||0|0|S||595
|||||||000001|13/12/2024|Vente|420300,00|361||CHE|0227|DU MAS DE MATOUR|34790|GRABELS|34|116||BP|187||||||||||||0|1|Maison||82|4|S||595
|||||||000001|13/12/2024|Vente|420300,00|361||CHE|0227|DU MAS DE MATOUR|34790|GRABELS|34|116||BP|187||||||||||||0|3|Dépendance||0|0|S||595
|||||||000001|13/12/2024|Vente|420300,00|361||CHE|0227|DU MAS DE MATOUR|34790|GRABELS|34|116||BP|187||||||||||||0|1|Maison||82|4|AG||1000
|||||||000001|27/11/2024|Vente|131950,00|772||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AE|28||54||||||||||1|3|Dépendance||0|0|||
|||||||000001|27/11/2024|Vente|131950,00|772||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AE|28||4|34,01|||||||||1|2|Appartement||34|2|||
|||||||000001|12/12/2024|Vente|254500,00|1010||RUE|0260|FRANCOIS RANCHIN|34790|GRABELS|34|116||AC|96||217||||||||||1|2|Appartement||72|3|||
|||||||000001|12/12/2024|Vente|254500,00|1000||RUE|0260|FRANCOIS RANCHIN|34790|GRABELS|34|116||AC|96||255||||||||||1|3|Dépendance||0|0|||
|||||||000001|13/12/2024|Vente|366500,00|118||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||72|82,05|||||||||1|2|Appartement||82|4|||
|||||||000001|13/12/2024|Vente|366500,00|118||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||195||||||||||1|3|Dépendance||0|0|||
|||||||000001|13/12/2024|Vente|366500,00|118||ALL|0262|DE LA BADIANE|34790|GRABELS|34|116||AE|251||194||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/12/2024|Vente|275024,25||||B022|GIMEL|34790|GRABELS|34|116||AA|64||||||||||||0||||||T||2000
|||||||000001|18/12/2024|Vente|60000,00||||B036|PRADAS|34790|GRABELS|34|116||BN|128||||||||||||0||||||AB||620
|||||||000001|19/12/2024|Vente|240000,00||||B036|PRADAS|34790|GRABELS|34|116||BN|33||||||||||||0||||||T||1786
|||||||000001|19/12/2024|Vente|3519627,20||||B050|LA TUILERIE|34790|GRABELS|34|116||AC|143||||||||||||0||||||T||10
|||||||000001|19/12/2024|Vente|3519627,20||||B050|LA TUILERIE|34790|GRABELS|34|116||AC|145||||||||||||0||||||L||1852
|||||||000001|19/12/2024|Vente|3519627,20||||B050|LA TUILERIE|34790|GRABELS|34|116||AC|145||||||||||||0||||||T||8213
|||||||000001|20/12/2024|Vente|198000,00|53||RUE|0115|ANTOINE JEROME BALARD|34790|GRABELS|34|116||AE|199||106|62,00|168||169||86|12,55|||4|2|Appartement||62|3|||
|||||||000001|20/12/2024|Vente|198000,00|53||RUE|0115|ANTOINE JEROME BALARD|34790|GRABELS|34|116||AE|199||106|62,00|168||169||86|12,55|||4|3|Dépendance||0|0|||
|||||||000001|20/12/2024|Vente|198000,00|53||RUE|0115|ANTOINE JEROME BALARD|34790|GRABELS|34|116||AE|199||106|62,00|168||169||86|12,55|||4|3|Dépendance||0|0|||
|||||||000001|20/12/2024|Vente|198000,00|53||RUE|0115|ANTOINE JEROME BALARD|34790|GRABELS|34|116||AE|199||106|62,00|168||169||86|12,55|||4|3|Dépendance||0|0|||
|||||||000001|18/12/2024|Vente|1032000,00||||B036|PRADAS|34790|GRABELS|34|116||BN|32||||||||||||0||||||T||10926
|||||||000001|23/12/2024|Vente|149550,00|435||RUE|0014|DU CHATEAU|34790|GRABELS|34|116||BE|198||126|49,92|18||||||||2|3|Dépendance||0|0|||
|||||||000001|23/12/2024|Vente|149550,00|435||RUE|0014|DU CHATEAU|34790|GRABELS|34|116||BE|198||126|49,92|18||||||||2|2|Appartement||49|2|||
|||||||000001|20/12/2024|Vente|33552,00||||B004|BRUQUE CABAL|34790|GRABELS|34|116||AD|31||||||||||||0||||||T||18643
|||||||000001|26/12/2024|Vente|495000,00|833||CHE|0079|REDONNEL|34790|GRABELS|34|116||AD|13||||||||||||0|1|Maison||85|4|AG||2514
|||||||000001|26/12/2024|Vente|495000,00|833||CHE|0079|REDONNEL|34790|GRABELS|34|116||AD|13||||||||||||0|3|Dépendance||0|0|AG||2514
|||||||000001|26/12/2024|Vente|495000,00|833||CHE|0079|REDONNEL|34790|GRABELS|34|116||AD|13||||||||||||0|1|Maison||85|4|S||1223
|||||||000001|26/12/2024|Vente|495000,00|833||CHE|0079|REDONNEL|34790|GRABELS|34|116||AD|13||||||||||||0|3|Dépendance||0|0|AG||2514
|||||||000001|26/12/2024|Vente|495000,00|833||CHE|0079|REDONNEL|34790|GRABELS|34|116||AD|13||||||||||||0|3|Dépendance||0|0|S||1223
|||||||000001|26/12/2024|Vente|495000,00|833||CHE|0079|REDONNEL|34790|GRABELS|34|116||AD|13||||||||||||0|3|Dépendance||0|0|S||1223
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||190||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||189||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||188||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||187||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||186||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||185||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||184||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||183||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||116||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||115||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||181||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||177||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||173||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||169||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||167||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||162||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||157||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||156||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||154||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||146||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||144||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||142||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||141||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||140||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||14||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||137||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||135||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||131||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||13||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||126||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||121||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||12||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||54||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||52||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||51||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||50||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||5||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||48||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||47||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||42||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||40||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||39||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||38||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||37||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||35||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||34||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||33||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||32||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||31||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||30||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||29||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||28||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||27||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||26||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||25||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||23||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||19||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||69||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||68||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||66||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||65||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||62||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||59||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||58||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||56||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||125||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||127||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||132||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||133||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||55||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||117||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||182||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||176||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||175||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||172||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||165||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||164||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||163||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||161||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||61||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||84||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||83||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||82||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||81||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||80||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||8||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||79||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||78||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||77||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||76||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||73||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||72||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||71||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||70||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||85||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||92||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||93||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||159||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||94||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||95||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||96||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||97||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||151||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||1||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||10||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||104||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||105||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||106||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||107||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||11||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||110||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||17||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||111||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||114||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||124||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||143||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||170||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||145||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||136||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||171||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||178||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||160||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||15||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||179||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||180||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||134||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||130||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||166||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||120||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||168||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||158||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||155||||||||||1||||||||
|||||||000001|20/12/2024|Vente en l'état futur d'achèvement|12480430,00|||||||GRABELS|34|116||BN|32||174||||||||||1||||||||
|||||||000001|23/12/2024|Vente|280000,00|12||RTE|0056|DE MONTPELLIER|34790|GRABELS|34|116||BA|77||11||24||||||||2|3|Dépendance||0|0|||
|||||||000001|23/12/2024|Vente|280000,00|12||RTE|0056|DE MONTPELLIER|34790|GRABELS|34|116||BA|77||11||24||||||||2|2|Appartement||72|4|||
|||||||000001|23/12/2024|Vente|280000,00|12||RTE|0056|DE MONTPELLIER|34790|GRABELS|34|116||BA|77||11||24||||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|84500,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||185|31,00|||||||||1|2|Appartement||32|2|||
|||||||000001|06/01/2025|Vente|84500,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||3||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2025|Vente|10000,00||||B004|BRUQUE CABAL|34790|GRABELS|34|116||AD|2||||||||||||0||||||L||1611
|||||||000001|15/01/2025|Vente|127410,00|22||RUE|0110|EDOUARD BRANLY|34790|GRABELS|34|116||AE|54||55||||||||||1|2|Appartement||49|2|||
|||||||000001|15/01/2025|Vente|127410,00|22||RUE|0110|EDOUARD BRANLY|34790|GRABELS|34|116||AE|54||20||||||||||1|3|Dépendance||0|0|||
|||||||000001|22/01/2025|Vente|59480,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||83||||||||||1|3|Dépendance||0|0|||
|||||||000001|22/01/2025|Vente|59480,00|4||PL|0106|ALPHONSE BEAU DE ROCHAS|34790|GRABELS|34|116||AE|2||154|19,84|||||||||1|2|Appartement||20|1|||
|||||||000001|16/01/2025|Vente|143000,00|820||RUE|0108|DE LA VALSIERE|34790|GRABELS|34|116||AE|42||14||53|42,93|||||||2|3|Dépendance||0|0|||
